"contentPlain","词义辨析","定语从句","短语辨析","固定句型","状语从句","句型","过去分词","现在分词","形容词","现在进行时","疑问句","一般现在时","表语从句","一般将来时","形式主语","被动语态","不定式","现在完成时","情态动词","一般过去时","主语从句","同位语从句","宾语从句","发音","过去完成时","过去进行时","将来进行时","其他","虚拟语气","现在完成进行时","不可数名词","不定代词","过去完成进行时","定冠词","零冠词","过去将来时","将来完成时"
"Actually, chemistry is my favourite class.A．NowadaysB．ButC．I thinkD．In fact","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"I like coffee better than tea.A．loveB．hateC．prefer...to...D．quit","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It is a very difficult task.A．challengeB．classC．changeD．exchange","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I didn’t feel awkward or frightened.A．scaredB．anxiousC．excitedD．interested","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I’m worried about my sister.A．crazyB．excitedC．anxiousD．serious","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The teacher wanted to give him a lesson.A．bookB．lectureC．penD．friend","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I found most of my classmates and teachers friendly and they are ready to help others.A．quietB．interestingC．frightenedD．helpful","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I opened the window  fresh air might come in.A．so thatB．as ifC．as soon as","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stephen Hawking believes that the earth is unlikely to be the only planet ______ life has developed gradually.A．whatB．thatC．whereD．which","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John, a professor at the King’s College London, is one of the small but growing minority ______ are cutting back on their air travel because of climate change.A．whatB．whichC．whereD．who","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"As long as there is kindness, the world will become more beautiful. (划线部分属于哪种短语)A．NPB．AdjPC．AdvP","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"His manner and attitude to him were quite the same as she had been.(划线部分属于哪种短语)A．NPB．AdjPC．AdvP","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"There is a lab building behind the main teaching building. (挑出句中主语)A．ThereB．isC．a lab buildingD．the main teaching building","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I found most of classmates friendly and helpful .(挑出句中宾语补足语)A．IB．foundC．most of classmatesD．friendly and helpful","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The little boy was totally ________, standing there, not knowing what to do.A．worriedB．annoyedC．confusedD．anxious","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"My mum bought me a new dictionary.A．SVAB．S+V+IO+DOC．SVOAD．SVOC","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The news made us very sad.A．SVB．SVOC．SVPD．SVOC","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"分析句子结构:“He asked us to join in the game last night.”A．主+谓+宾B．主+系+表C．主+谓+双宾D．主+谓+宾+宾补","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"分析句子结构: “Her first impression was deep.”A．主+谓+宾B．主+系+表C．主+谓+双宾D．主+谓+宾+宾补","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"分析句子结构: “Mr. Wu gave me a book.”A．主+谓+宾B．主+系+表C．主+谓+双宾D．主+谓+宾+宾补","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This snack was created thousands of years ago in Shangdong Province ______ pancakes and pies are important foods.A．whichB．thatC．whoseD．where","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"________ rejections from several publishers, J.D. Salinger refused to give up.A．RegardlessB．DespiteC．AlthoughD．As","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Spain ______________ Peru in the 16th century and ruled until 1821.A．took advantage ofB．took control ofC．took upD．took place","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I couldn’t ______________ the experiment.A．leave...aloneB．take notesC．apply forD．concentrate on","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I didn’t feel awkward or ______________ at all.A．frightB．frightenedC．frighteningD．be frightened","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I want to make a good first __________.A．impressB．to impressC．impressiveD．impression","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tom is looking forward to meeting the new exchange student.A．SVAB．SVOC．SVOAD．SVP","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The teacher was kind and friendly.A．SVOB．SPC．SVD．SVA","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The elderly need special care in winter, as they are _______ to the sudden change of weather.A．sensitiveB．sensibleC．positiveD．curious","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"At the police station, she ______ her handbag as soon as she saw it.A．realizedB．knewC．recognizedD．brought","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The first week was a little ________.A．confusedB．confusingC．confuseD．confusion","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"She is a student in Grade One.A．freshmanB．girlC．boyD．woman","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He needs to quit smoking.A．startB．stopC．beginD．like","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He performed beyond everyone’s ________ with his accurate shooting and continuous efforts.A．comprehensionB．descriptionC．expectationsD．expression","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We should develop a team spirit wherever we are ________ we are together with others.A．even thoughB．ever sinceC．as long asD．in order that","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I heard that she_____passed her driving test.A．extremelyB．exactlyC．elegantlyD．eventually","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Some of the old _______ about the space age are coming true.A．fantasiesB．delusionsC．nightmaresD．impressions","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"But spending too much time online is unhealthy and makes it very difficult to _________ other things in life.A．be attracted toB．graduate fromC．sign up forD．focus on","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I found most of my classmates and teachers friendly and helpful.A．SVOB．SVAC．SVOCD．SVP","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Although she has a lot of problems , she manages to remain _______ .A．optimisticB．cautiousC．concernedD．anxious","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"To “stick to something” means that you continue to do it and don’t _______.A．give inB．put offC．give upD．put up","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"You’ll ________ if your mother finds out what you’ve done.A．make itB．get itC．catch itD．forget it","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It turned out that the team that Lang Ping had built didn’t________A．lie in ruinsB．make senseC．fall apartD．make the team","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Jordan changed basketball with his________moves and________skills.A．civilized, extraordinaryB．slim, extra-curricularC．sacred, prosperousD．graceful, impressive","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"However, as the evidence began to________experts from the Zoo felt obliged to ________, for the descriptions given by people who claimed to have seen the puma were extraordinarily similar.A．accumulate, investigateB．cut out, worshipC．build up, contactD．disturb, investigate","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We waited outside, looking forward to seeing the famous star, but he didn’t _______.A．give upB．take upC．pick upD．turn up","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mr. Green is so busy that he can hardly afford enough time with his family ________ he wants to.A．even ifB．as ifC．becauseD．if","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anhui will _______ great importance to the development of Chinese medicine during the 13th Five-Year Plan period.A．adjustB．attachC．preferD．contribute","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jack was very busy, but he________paid visits to his grandma.A．extremelyB．almostC．occasionallyD．especially","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He was really________ about his wife’s operation, walking ________in front of the operation room.A．worrries; back and forthB．worried; now and thenC．worried; back and forthD．worries; now and then","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"They held a meeting________they could hear everyone’s ideas.A．even ifB．untilC．whileD．so that","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"In the past year, Hong Kong continued to ________ primary education.A．launchB．emphasizeC．sufferD．organize","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Many high school ________ have no chance to go to college in that country at present.A．accountantsB．volunteersC．graduatesD．experts","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"After half a year of hard training, Ross feels fairly ________ that he will pass this driving test.A．awfulB．confidentC．brilliantD．skilful","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"--What’s your favorite _______?--Zhao Wei. I like her because her performance in Dearest impresses me so much.A．actorB．actressC．animalD．editor","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I remember the whole thing ______ it happened yesterday .A．asB．as ifC．even ifD．that","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This is one of the most novels of recent years.A．impressedB．impressiveC．impressionD．impress","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A man may usually be known by the books he reads as well as by the he keeps.A．nationalityB．organizationC．companyD．youth","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"She’s not a writer. Her  is editor.A．topicB．titleC．seniorD．partner","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I am the progress we have made so far.A．content withB．frightened ofC．curious aboutD．attracted to","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"She had reached a position ______ she was forced to choose between her career and her family.A．thatB．whichC．whenD．where","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Silent Spring was regarded as a milestone in the ______ of the green movement in the Western World.A．launchB．wisdomC．expressionD．weapon","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"More outdoor physical exercise ________ that you are less likely to be infected by the winter flu.A．quitsB．resolvesC．establishesD．ensures","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I’m very grateful to the boy ________ bright smile gave me so much confidence.A．whoseB．whichC．whereD．when","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Friendship should be one of the greatest things in the world, but sometimes it can be difficult. Again, your ______ is clear communication.A．missionB．strategyC．concernD．certificate","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"True equality and excellent education are timeless issues ______ we should strive for and gain further insights into.A．whereB．whyC．whenD．which","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Their sense of humour and ability to get along with people are two characteristics that ______ for their lack of experience.A．allowB．demandC．accountD．compensate","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"She gets ________when people cut in line, the ________ phenomenon (现象) happens on Christmas.A．annoyed, annoyedB．annoying, annoyingC．annoyed, annoyingD．annoying, annoyed","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"On hearing the news, we were deeply affected by the team’s hard victory.A．we knew that the team was going to winB．the team’s tough win made us very movedC．the news of their team’s victory had just come to usD．we were busy telling others the news of their team’s win","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It was heartbreaking to see him turn his back on his family after all the support and love they had provided for him throughout the years.A．face the other way from his houseB．go out to seek help for his familyC．set himself free from his familyD．give up and never care about his family","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—Hey! Here is a message on my cellphone, telling me that I have won the prize of a weekend for two in Rome.—Delete it! It’s a trick. Many a person ______ by such tricks.A．was cheatedB．were cheatedC．has been cheatedD．have been cheated","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shops in Winsor Castle offer a wide range of souvenirs ______ for the Royal Collection, including books, postcards, china, jewellery, and children’s toys.A．designingB．to be designedC．being designedD．designed","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lila was often perceived as a shrinking violet in the community. She was shy and ______, always standing on the sidelines at social gatherings.A．competitiveB．confidentC．vacantD．modest","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fencing has a rich history that can be traced back thousands of years. It was originally a martial art and a means of ______ in dangerous situations in Egypt and Greece.A．honorB．strategyC．self-defenseD．representation","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"After she had been bitten by mosquitoes, shesome medicine to her skin.A．delayedB．appliedC．slippedD．urged","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Looks on their faces show that they are frightened by something.A．scaredB．shockedC．disturbed","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The little boy recognized his mother in the photo immediately.A．identifiedB．pointedC．watched","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I thought she was nice, but her real personality seemed to be much meaner.A．characterB．nameC．figure","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It was awkward when she says no to his proposal.A．embarrassingB．convenientC．happy","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This emoji symbolizes happiness.A．refers toB．stands forC．equals to","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Several train tracks cross each other here.A．pathsB．stationsC．tickets","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The rich _______ a large amount of money to the charity.A．deceivedB．demonstratedC．donatedD．damaged","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The scientists conducted an _______ to test the new theory.A．economyB．experimentC．exhibitionD．embarrassment","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"With his attention ________ on his book, he noticed nothing.A．concentratedB．concentratesC．concentratingD．to concentrate","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"In the face of major disasters and difficulties, it is absolutely critical for us to remain together.A．it is extremely significant for us to hold togetherB．it is exceptionally tough for us to help each otherC．it is highly impossible for us to hang on in companyD．it can be awfully dangerous for us to stay in company again","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I try my best at school to live up to my parents’ expectations in order that I will not ________.A．turn them downB．let them downC．make them upD．help them out","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Great improvements in public health have been brought about by ______ in medical sciences.A．traditionsB．pressuresC．advancesD．examples","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Students are encouraged to take control of their own learning, ______ just depending on the teacher.A．regardless ofB．rather thanC．due toD．in terms of","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"________ the examinations are over, we can relax for a while.A．Even thoughB．Despite thatC．As ifD．Now that","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The boss of the company is trying to create a cosy workplace ________ his employees enjoy their work.A．whichB．thatC．whereD．when","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He attached labels to his baggage ________ someone might pick it up by mistake.A．provided thatB．in caseC．even thoughD．as if","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Determined to recover from the severe illness quickly, the patient followed the doctor’s suggestion strictly that he ________ diets high in sugar and fat.A．run outB．drop outC．cut outD．figure out","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"With the lecture ________, the professor had to wait until told to start, and so did the audience.A．intendedB．deliveredC．postponedD．figured","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The ancient tribe had their conventional and unique way to________ their festival, which is quite rare and interesting.A．approachB．observeC．ignoreD．admire","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Despite the tremendous change in his hometown, the little stream which he frequented in his childhood is anyhow easy to ________ with the old will ow tree arching alongside.A．recognizeB．reflectC．assumeD．admire","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The experiment was conducted applying an entirely new approach to ________ the performance of the new car.A．maintainB．selectC．exchangeD．rate","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"There is no denying that the comic book with vivid and colorful pictures newly published by this renowned writer is ________, particularly for kids learning speaking and drawing.A．oddB．neatC．shallowD．slim","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It is the strict requirement that all the interviewees answer the given questions within________time, space and mode that adds to the difficulty of the interview.A．intelligentB．uniqueC．specificD．professional","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seeing him crying with such sadness, we couldn’t ________ him any more.A．criticiseB．justifyC．aidD．sponsor","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It is on the Spring Festival Eve, ________ everyone is celebrating the Chinese new year, ________ Senior 3 students in China can take a rest from their study.A．when; thatB．that; whenC．which; thatD．where; which","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He used donated funds and his own money to pay the 50 pounds per child ________ the British government required.A．whoB．whatC．whoseD．which","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Finning is a type of fishing ________ sharks are caught and their fins cut off.A．whoseB．thatC．whereD．when","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"______ difficult life may seem, there is always something you can do, and succeed at.A．WhateverB．HoweverC．ThoughD．Despite","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"______ the severe air pollution, we took measures to arouse people’s ______ of environmental protection.A．On account of; messB．Despite; strategyC．Concerned about; awarenessD．Due to; independence","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The employee has ______ finishing the work and hopefully will ______ the employer’s expectations.A．made a comment on; contribute toB．shown the determination of; live up toC．made an impact on; break downD．fallen in love with; apply for","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The young man plans to pursue a career in the ______ of law when he graduates from university.A．destinationB．professionC．presentationD．reserve","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"After the little boy saw this ______ scene, he stood there, frozen ______.A．frightening; on boardB．fearful; in embarrassmentC．scary; in fearD．frightened; with horror","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Having been attacked by terrorists, ______A．doctors came to their rescueB．the tall building collapsedC．an emergency measure was takenD．warnings were given to tourists","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Moreover, ________ made Cunningham great was his devotion to photography, and the hours and hours of sheer hard work ________ he put into his work.A．what; whatB．which; whichC．it; thatD．what; that","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
