"contentPlain","词义辨析","一般将来时","句型","同位语从句","短语辨析","状语从句","定语从句","一般现在时","被动语态","一般过去时","其他","现在进行时","过去分词","过去完成时","形容词","现在完成时","不定代词","不定式","现在分词","主语从句","表语从句","宾语从句","过去进行时","现在完成进行时","情态动词","将来进行时","发音","虚拟语气","过去完成进行时","过去将来时","将来完成时","动名词"
"Lack of mutual________not only gets in the way of your work, but it can also________your relationships and your self-esteem.A．comment … differ  B．respect … damage  C．benefit … destroy  D．expectation … decorate","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Motorists________to the radio or their familiar tunes on CDs may have a new way to entertain themselves, after engineers in Japan developed a musical road surface.A．used to listening  B．who used to listen  C．who used to listening  D．who are used to listen","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adults, ________overly concerned with fame and fortune, sometimes fail to see the joy in simple things ________ children do not.A．unless … but  B．although … and  C．when … where  D．even if … unless","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"When people talk about the cities of the U.S., the first________comes into mind is New York.A．one  B．that  C．which  D．of them","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Who doesn’t hate him________knows how cruel he is?A．whom  B．who  C．that  D．as","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I still remember the day ________ I first came to Tianjin.A．where  B．on which  C．for which  D．whose","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"To be honest, this is the last place ________ I want to visit.A．which  B．in which  C．where  D．whose","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"They rushed over to help the man ________ car had broken down.A．that  B．who  C．which  D．whose","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It was a great ________ for Alice to be invited to speak in front of many famous scientists.A．function  B．request  C．process  D．honour","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"How beautiful! The sun ________ off the snow-covered mountains.A．reflects  B．reminds  C．recognizes  D．recommends","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"--- Alan, it’s late. Why not go to bed?--- Jenny hasn’t come back yet. I ________ for her.A．waited  B．have waited  C．am waiting  D．was waiting","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"All the guests _____________ about the noise because they couldn’t sleep at night.A．complained  B．debated  C．argued  D．learned","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The campus was so beautiful and quiet that I wanted to ___________it.A．change  B．explore  C．attack  D．decorate","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Listen! How wonderful the music is! Someone __________ the violin in the next room.A．plays  B．is playing  C．played  D．has played","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Battle at Lake Chang jin (《长津湖》) is the most inspiring movie _______ I have ever seen.A．when  B．which  C．what  D．that","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"They spoke no more all the way back to the cabin ________ Fanny and her uncle lived.A．why  B．how  C．when  D．where","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Whenever I encounter a word that I don’t know, I ________ a dictionary.A．base on  B．relate to  C．refer to  D．survive on","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Covid-19 lasted nearly half a year around the world, ________ everybody in many ways.A．affecting  B．affected  C．affect  D．to affect","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It took all day to transport the furniture to the new ________.A．debate  B．survival  C．civilization  D．apartment","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The blacks in the country want to be treated ________ in education and employment.A．extremely  B．equally  C．actually  D．obviously","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"At present , the _________ plays an important role in the city’s transportation system.A．hike  B．fitness  C．subway  D．stress","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It is said that the San Francisco earthquake of 1906 had a ________ of 8.3.A．detail  B．magnitude  C．honour  D．marathon","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Be _________ and joyful, for your mental health is equal to your physical health.A．positive  B．flat  C．global  D．narrow","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Can you tell me how many athletes will ________ in the Olympic Games?A．tap  B．compete  C．carve  D．graduate","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Millions of people are suffering from starvation as a result of ________ and poor harvests.A．juniors  B．magnitude  C．drought  D．request","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He fought against the illness with courage and _______.A．flood  B．visa  C．plate  D．determination","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"If you put your heart into learning Chinese, you will ________ the language.A．master  B．quit  C．contact  D．damage","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We arrived at our ________,tired and hungry.A．destination  B．description  C．wisdom  D．architect","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The prince lived in a large and beautiful ________.A．hurricane  B．castle  C．petrol  D．calligraphy","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I think he was born to be an/a _________ of a newspaper.A．sweat  B．editor  C．helicopter  D．whistle","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Most vegetables we buy in winter are planted in the ________.A．package  B．credit  C．arrangement  D．greenhouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I like the style of his writing but I don’t like the _________.A．confidence  B．flight  C．content  D．track","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"You’ll get a false _______ of the town if you only visit the university.A．impression  B．company  C．youth  D．rent","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The program is 90 minutes of_____ Indian folk dance, live music and storytelling.A．diplomatic  B．heroic  C．dynamic  D．specific","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daisy doesn’t have a talent for music, but she ______ it with hard work.A．makes for  B．makes up of  C．makes up  D．makes up for","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"What is the picture about?A．a ticket  B．a visa  C．an ID card","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The book ______ cover is blue is mine.A．which  B．who  C．that  D．whose","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Like most kids, my six-year-old son was very ________ when we bought him a lovely cat.A．calm  B．hopeful  C．delighted  D．inspired","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The police officers in our city work hard ________ the rest of us can live a safe life.A．in case  B．as if  C．in order that  D．even if","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"China has a lot of beautiful scenery and historic sites, ________ a number of tourists every year.A．which attracted  B．attracting  C．to attract  D．where attracts","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"You should focus more _______your career while you are young.A．in  B．at  C．on  D．with","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Do you know the boy ____ father works in a shoe factory?A．which  B．who  C．whose  D．that","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Everybody got ________ when they heard the ________ story.A．shocking; frightened  B．shocking; frightening  C．shocked; frightening  D．shocked; frightened","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tom has never been to Shenyang before, _________?A．does he  B．has he  C．doesn't he  D．hasn't he","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I watched the plane go higher and higher until I lost ________ of it.A．view  B．scene  C．vision  D．sight","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"What Jim said doesn’t ________, so don’t take his words seriously.A．make a difference  B．make sense  C．make a mistake  D．make sure","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"My brother is a shy boy, so it is a great ________ for him to sing in front of the judges and audience.A．chance  B．challenge  C．characteristic  D．change","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We sell a lot of products abroad and the opportunity to open-up markets in regions ________ we don’t currently sell a lot to is a great one.A．where  B．that  C．what  D．when","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The manager was so satisfied with all ________ I had done that she gave me a promotion.A．that  B．what  C．which  D．where","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A real friend is someone_____support we can count on.A．whose  B．which  C．what  D．who","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A plane is a machine ______ can fly.A．who  B．what  C．it  D．that","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A real friend is someone______walks in when the rest of the world walks out.A．when  B．which  C．whom  D．who","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Setting goals makes you______.A．confidence  B．confidently  C．to be confident  D．confident","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The house ________Lu Xun used to live is now a museum.A．which  B．where  C．there  D．what","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I don’t like the way ________ you speak to her.A．which  B．/  C．of which  D．by which","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Many university graduates wish to be offered a job_________ they can find an opportunity to experience the excitement of it.A．where  B．why  C．which  D．what","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He’s one of the bar’s ______ customers, so he can enjoy the drinks at a discount.A．regularB．normalC．officialD．extraordinary","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"You should put more ______ into your work.A．effectB．effortC．fitnessD．expectation","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The place ______ interested me most was the Children’s Palace.A．whichB．whereC．whatD．who","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"When things aren’t going well, he encourages me, telling me not to ______.A．give upB．give intoC．give offD．give out","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—I will never forget the day ________ I came to the new campus for the first time.—________.A．which; So will IB．that; Neither I willC．when; Neither will ID．when; Nor I will","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"________ is often the case, those without working experience are likely to be turned down when ________ for a post.A．It, applyingB．As, applyingC．As, appliedD．It, applied","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He asked me to _________ the newspaper articles and pictures.A．cut inB．cut offC．cut downD．cut out","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"请看句子判断划线部分属于哪种句型：Mr. Green will give us a speech on how to learn English well.A．S+V+O+AB．S+V+OC．S+V+O+CD．S+V+IO+DO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dark clouds are a ________ of rain or snow.A．signalB．symbolC．signD．sight","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—What would you give me in ________ for my recorder?—My MP3. Do you agree?A．rewardB．turnC．preparationD．exchange","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The film was ________ and from his ________ expression on his face, we know he is frightened.A．frightened;frighteningB．frightening;frightenedC．frightened;frightenedD．frightening;frightening","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The teacher wrote an example on the blackboard to ________ his point.A．illustrateB．suggestC．expressD．recognize","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"After the trainer was sure that the whale could look after itself, he ________it into the sea.A．transportedB．unloadedC．releasedD．handled","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"She felt rather ________ that she shouldn’t drive the car at such a ________ speed.A．frightening; frighteningB．frightened; frighteningC．frightening; frightenedD．frightened; frightened","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It is no use excessively ________ on others’ comments. Just dance as if nobody________ .A．to focus; is watchingB．having focused; watchesC．focusing; were watchingD．to be focused; would watch","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"All my friends________ Michael, an absolute early bird, say they won’t get up immediately the clock________ .A．except for; puts offB．other than; sets offC．but; takes offD．except; goes off","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The very issue________ is being discussed now has nothing in common with the one________ at last conference.A．whichhaving been discussedB．thatdiscussedC．whatto be discussedD．asbeing discussed","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"When I caught him ________ me, I stopped buying things there and started dealing with another shop.A．cheatedB．cheatingC．to cheatD．to have cheat","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"What is the worst part of Joe’s story?A．The grammar.B．The handwritingC．The spelling.","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"You may use my room as you like ________ you clean it up afterwards.A．so far asB．in caseC．even ifD．so long as","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I prefer ________ housework rather than ________ there doing nothing.A．do；sitB．doing；to sitC．to do；to sitD．to do；sit","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I now look forward to ________ back to work as soon as possible.A．goB．to goC．goingD．be going","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"If you’re ________ about anything, write to me.A．confusingB．confusionC．confusedD．confusedly","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The zoo needed better management ______ more money.A．other thanB．more thanC．rather thanD．less than","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mr. Smith as well as two of his students ______ the experiment with care at the moment.A．doB．are doingC．doesD．is doing","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"______ this article out of the newspaper.A．Cut outB．Cut offC．Cut inD．Cut down","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nothing can stop you from finishing these tasks on time, ________?A．can’t itB．can itC．can’t theyD．can they","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The boy pushed against the big rock with all his ________ but it didn’t move at all.A．strengthB．energyC．powerD．force","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Four doctors and six nurses ________ the medical team.A．are made up ofB．make up forC．make upD．are made of","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Actually, I prefer to have a walk in the garden ________ sit here doing nothing.A．more thanB．less thanC．other thanD．rather than","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—It is the best film ________ I have ever seen.—Yes. Jack is the only one of the directors who ________ been given the title of the Best Director.A．that, haveB．that, hasC．which, haveD．which, has","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It was requested that the out-dated rules ________ at once.A．be revisedB．should reviseC．must be revisedD．were revised","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Frank, together with his parents, ________ London by train which ________ at 8:30 next morning.A．is leaving for, will leaveB．are leaving for, will leaveC．is leaving for, leavesD．are leaving for, leaves","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Instead of cutting ________ the foods I enjoyed, I added healthy foods to my meals.A．offB．upC．downD．out","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Temple of Heaven is a complex of buildings________emperors of the Ming and Qing dynasties in China worshiped heaven.A．whatB．whereC．whichD．when","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Occasions are quite rare___________ I can spend a whole week with my family during the Chinese New Year Holiday.A．thatB．whereC．whichD．when","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The professor is trying to create an easy atmosphere ___________ his students enjoy their study.A．whenB．whichC．whereD．who","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—Are you feeling any better, Lucy?—Yes. The medicine the doctor gave me brought ________ to my headache.A．safetyB．shelterC．reliefD．defense","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"On Halloween, children_______ in special masks and costumes, and visit their neighbors to ask for sweets and gifts.A．take upB．make upC．dress upD．turn up","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"She is hoping to________ a few bargains(便宜货) at the sales.A．pick upB．bring upC．take upD．make up","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Focus your attention ________your study while in the classroom.A．withB．onC．inD．at","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The reason ________ Tom failed in the exam was ______ he didn’t work hard.A．why; thatB．that; whyC．why; becauseD．for which; because","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"If they continue abusing drugs, in the end drug users will find themselves trapped in a prison ________ they cannot escape.A．to whichB．from whichC．by whichD．in which","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"While the book was not welcomed by scholars, I believed that it would make an immediate to the general readers.A．impactB．appealC．requestD．contribution","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I must have slept in an position. I’m aching all over!A．ambiguousB．awkwardC．embarrassingD．impressive","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The earliest way of traveling was undoubtedly by foot, and humans’ earliest means of goods was carrying loads on their back or head.A．innovatingB．transportingC．producingD．measuring","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oceans, like the rest of the world, are impacted by the burning of fossil fuels and theof greenhouse gases like carbon dioxide.A．supplyB．assistanceC．quantityD．release","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The education department is offering a “free” course, called Thinking Chess, for three ______.A．subjectsB．lecturesC．creditsD．lessons","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"______ to the discovery of black holes, Stephen Hawking is one of the most ______ scientists who have changed the way human understand the universe.A．Devoted; admiredB．Devoted; admiringC．Devoting; admiredD．Devoting; admiring","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Assisted by the lawyer, he regained his reputation and recovered his old fortune which enabled him to contribute ______ to the projects he sponsored.A．extremelyB．patientlyC．definitelyD．generously","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Of all the possible holiday ______, one of the best places to visit this weekend is home.A．destinationsB．campsC．innsD．brochures","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Though he didn’t agree with us at first, we soon ________him to our way of thinking.A．convertedB．transferredC．modifiedD．exchanged","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Do you know how to cook a turkey? The instructions in the recipe are really ________ and I really need your help.A．confusingB．confusedC．confuseD．being confused","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The museums ________ more than two and a half million visitors last year.A．roseB．justifiedC．attractedD．extended","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Without determination, My uncle hasn’t been able to ________ smoking.A．attackB．leakC．sufferD．quit","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Useful _______ should be adopted to promote sales.A．signalsB．strategiesC．concernsD．understanding","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Liu Yu’s parents think running can________his schoolwork.A．get in the way ofB．be proud ofC．fall in love withD．be responsible for","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The story had a(n)________ among American readers.A．popularityB．discoveryC．libertyD．electricity","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The pill is the most efficient________of birth control.A．methodB．metalC．premierD．license","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The majority of people________TV to radio.A．supposeB．preferC．reflectD．perform","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This was________(毫无疑问) the most interesting situation that Amanda had ever found herself in.A．without doubtB．even thoughC．by accidentD．all of a sudden","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The government is facing another________(政治的) crisis.A．cruelB．harmfulC．politicalD．responsible","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We found a large atlas with good maps ________ showed details of world geography.A．thatB．whereC．andD．when","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Believe it or not, there is no such thing ________ standard English.A．thatB．whichC．likeD．as","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We most prefer to say yes to the________ of someone we know and like.A．expressionB．requestsC．doubtsD．promises","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
