"contentPlain","幂函数","函数单调性","指数函数","基本不等式","解不等式","函数奇偶性","分段函数","集合的运算","函数图象","函数零点","对数函数","特称（存在性）命题","恒成立问题","函数根分布","函数的概念","三角函数","复合函数","充要条件","容斥原理","集合","导数"
"已知函数f(x)=e^x+a,x≤03x-1·x>0(a∈𝐑)，若函数f(x)在R上有两个零点，则实数Q的取值范围是（）A．  (-∞, -1)  B．  (-∞,1)  C．  ( - 1,0)  D．  [-1,0)","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"下列函数在定义域上为减函数的是（）A．  f(x)=2x+1  B．  f(x)=1/x  C．  f(x)=-x^3  D．  f(x)=x+1/x","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"设集合S={-1,1}，T={ 1,2}，则S∩T=（）A．  _1/k|_1/2  B．  ^k-1,1'  C．  ^i-1,1,2^j  D．  Γ̅^-1,1,1,21","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"函数f(x)=√(x)的定义域为（）A．  (-∞,0]  B．  (-∞,0)  C．  [0,+x)  D．  (0,+∞)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知函数f( x )=sinxcosx+cos^2x，x∈ℝ，下列命题中：①f(x)的最小正周期是𝐈，最大值是√(2)+1/2；②f( x )+f(π/2-x)=1+sin2x；③f(x)的单调增区间是[[ -3η̅Γ/∇̅+kη̅_Σ̅,η̅/∇̅÷] ]（k∈𝐙）；④将f(x)的图象向右平移𝐓/𝐐个单位得到的函数是偶函数，其中正确个数为（）A．1  B．2  C．3  D．4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"已知a=log_0.20.3，b=log_0.33.2，c=log_23，则Q，∂，𝒞的大小关系为（）A．  b<c<a  B．  c<b<a  C．  a<b<c  D．  a<c<b","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)在[-4,4]上的大致图象如图所示，则f(x)的解析式可能为（）A．  f(x)=|x|·cosπx/2  B．  f(x)=x·cosπκ/2  C．  f( x )=|x|·sinπx/2  D．  f(x)=x·sinπx/2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"若sin(α+3π/2)=3/3，且𝐕̅是第三象限角，则cos(a+2021π/2)=（）A．  3/5  B．  - 3/5  C．  4/5  D．  - u̇/r̅","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知cos(π/2+a)+3cos( α-π )=0，则sinα-sin^3α/sin(π/2+α)=（）A．  3/5  B．  - 3/5  C．  3/10  D．  - Σ/ |()","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知sin(α+π/3)=12/13，则cos(π/6-α)等于（）A．  5/13  B．  12/13  C．  -5/13  D．  1-/|_3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"在△ABC中，下列等式一定成立的是（）A．  sin(A+B)=-sinC  B．  cos(A+B)=cosC  C．  cosB+C/2=sinA/2  D．  sinB+C/2=sinA/2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"若函数f( x)=alog_2x+a·4^t+3在区间(1/2,1)内有零点，则实数Q的取值范围是（）A．  (-∞,-3)  B．  (-3/2, -3/4)  C．  (-3,-3/4)  D．  (-3/2, -1/2)","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"函数f( x )=lnx+1/2x-2的零点所在的区间是（）A．  ( 0, 1 )  B．  ( 1,2 )  C．  (2,3)  D．  (3,4)","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)是定义在R上的奇函数，满足f(x+2)=f(-x)，且当x∈[0,1]时，f(x)=log_2(x+1)，则函数y=f(x)-x^3的零点个数是（）A．2  B．3  C．4  D．5","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"方程√(x)=log_1/2x的解的个数为（）A．0  B．1  C．2  D．3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"函数f(x)=x+log_2x的零点所在的区间为（）A．  (0,1/3)  B．  (1/3,1/2)  C．  (1/2,2/3)  D．  (2/3,1)","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"函数f(x)=lnx+2x-6的零点的个数为（）A．0  B．1  C．2  D．3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f( x )=sin( ωx+π/3 )(ω>0)在(0,π/12)内单调递增，则f(x)在( 0,2π )内的零点个数最多为（）A．  3̅  B．  λ  C．  𝐒̂  D．  𝕆","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"将函数f( x )=sin( ωx+π/3 )(ω>0)的图象向左平移T/λ个单位长度后得到曲线𝒞，若𝒞关于𝐲轴对称，则𝐼的最小值是（）A．  1/6  B．  1/4  C．  1/3  D．  1/2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"已知函数f( x)=sin2ωx-cos2ωx+1(0<ω<1)，将f(x)的图象先向左平移𝐓/λ个单位长度，然后再向下平移1个单位长度，得到函数𝔤(x)的图象，若𝔤(x)图象关于n4,0 对称，则𝐼为（）A．  1/4  B．  1/2  C．  𝒟/  D．  3/λ","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"为了得到函数y=sin(2x+π/6)的图象，可以将函数y=sin(2x+π/3)的图象（）A．向左平移  πo  个单位长度  B．向右平移  πo  个单位长度  C．向左平移  𝐫/⋃_ℒ  个单位长度  D．向右平移  𝐫/𝐥·  个单位长度","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)=(x-a)^2+ln( e^x+1)是偶函数，则a=（）A．  1/4  B．  1/2  C．0  D．1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数.∫(χ)≡{[ χ(χ+λ)_*χ>(χ_*)_*;  χ(χ-λ)_*,χ^<()_* ].若f( a+1 )<f( 1 )，则实数Q的取值范围为（）A．  (-6,4)  B．  ( - 2 , 0 )  C．  [-6,4]  D．  [-2,0]","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列函数中，既是奇函数，又( 0 , + x )在是增函数的是（）A．  ∫(x)=𝐞^x+𝐞^-x  B．  f(x)=e^e^t-e^cr  C．  f(x)=x^-3  D．  f(x)=xin|x","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"声强级L_i（单位：dB）由公式L_1=10|_√(2)/10^-12给出，其中I为声强（单位：W/m^2），若某人交谈时的声强级为60dB，则其声强约为（）A．  10^18W/m^2  B．  10^∘W/m^2  C．  10^-6W/m^2  D．  10^-72W/m^2","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)={[ -x^2-2a x, x≤0;     |lnx|, x>0 ].（0<a<1/2），函数g(x)=f(f(x))-f(x)-1，则函数g(x)的零点个数为（）A．1  B．2  C．3  D．4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"函数f(x)=√(|x|)的图象大致为（）A．    B．    C．    D．","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"函数y=log_2(6+x-2x^2)的一个单调递减区间是（）A．  (2, +∞)  B．  (-∞, -3/2)  C．  (1/4, 2)  D．  (-3/2,1/4)","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"设函数f( x )=3^4(x-a)在区间( 0,2 )上单调递减，则实数a的取值范围是（）A．  (-c.c]  B．  [-4,0)  C．  (0,4]  D．  [4,+...]","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"下列各式中值为{3.的是（）A．  tan12· ^∞+tan33·o/1-tan12^∘ tan33^∘  B．  tan255^∘-tan15^∘-√(3)tan75^∘tan375^∘  C．  sin125^∘cos95^∘-cos125^∘sin95^∘  D．  -tan8S^∘+tan15S^∘/2(1+tanSS^∘tan25^∘)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知tan( α+β )=3 ,tanβ=1/3，则danα=（）A．  8/3  B．  λ/2  C．  ζ_3/4  D．  √(3)/λ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知函数f(x)=-x-|,xζ=|ln(x+|),x>0.，则关于𝒳的不等式f(x)≤1的解集为（）A．  (-∞, -2]∪[α, +x)  B．  [-2,e]  C．  ( - ϖ, - 2 ⌋ ∪ [ e-1, +ϖ )  D．  [-2,e-1]","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"若关于𝐗̅的不等式0≤a x^2+b x+c≤1( a>0 )的解集为| x|-|≤_∘x_∘2|，则a+2b+c的取值范围是（）A．  [-|,1/3]  B．  [-1/3,1]  C．  (-∞, -1/3)  D．  [1,+∞)","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知函数f(x)=x^2-1/x^2，则不等式f(2x-1)≤f(x+1)的解集为（）A．  (0,2|  B．  [0,2]  C．  (0,1/2)∪(1/2,2)  D．  [0,1/2)∪(1/2,2)","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列函数中，定义域为| x|x≥1 j的是（）A．  f(x)=1/x-1  B．  f(x)=√(x-1)  C．  f(x)=√(x+1)  D．  f(x)=1/√(x-1)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"给定集合A=𝐑  ，B= x |x≤0  |，则下列不能表示从集合𝒜到集合B̅的函数的是（）A．  y=-x^2  B．  y=-|x|  C．  y=-√(|x|)  D．  y=-√(x)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"若f(x)=√(1-x)+√(x+a)-1的定义域为|x|-3≤x≤11/2，则实数a=（）A．2  B．3  C．4  D．5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知函数y=|x-2是从集合𝒜到集合B̅上的函数，若B= _*(0, 1^⩾，则集合𝒜不可能是（）A．  {1,2}  B．  ^i-1,2^1  C．  |2,3^ !  D．  !↑,2,3↑","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知函数f(x)=x^2-2a x-1,x<14/x-6^x,x≥1在R上是单调函数，则Q的取值范围是（）A．  (-∞,2]  B．  [1,2]  C．  ( 1, +𝒟 )  D．  [2,+∞)","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"函数f(x)=2^x, - 1<x<13^x-m, x≥1单调递增，且f( 2m+1 )>f( m-1 )，则实数Jℳ的取值范围为（）A．  (-2,1]  B．  (-2.1)  C．  ( 0, 1 ]  D．  ( 0, 1 )","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"函数f(x)=xcosx/e^x+e^-x+sinx/x^2+1的部分图象大致为（）A．    B．    C．    D．","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"函数f(x)={[ ×x^2·3x·2,x≤1;   2^x^2·4,x>1 ].的零点个数为（）A．1  B．2  C．3  D．4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"函数f( x )=log_2|x|-1的零点为（）A．2  B．  -2  C．  (2,0)  或  ( -2 , 0 )  D．2和  -2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"设函数f(x)=⟨log_2x, x>0._1/2=√(7)<0，若f( a )>f( - a )，则实数a的取值范围是（）A．  ( - 1,0 ) ∪ ( 0,1 )  B．  ( - ∞, - 1 ) ∪ ( 1, + ∞ )  C．  ( - 1,0 ) ∪ ( 1, +∅ )  D．  ( -∞, - 1 )∪( 0, 1 )","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"函数 f(x)=2-Φ^†的图象大致是 （）A．    B．    C．    D．","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"设函数f(x)={[          x^2, x≤1; |log_2(x-1)|, x>1 ].，若f(x_1)=f(x_2)=f(x_3)=f(x_4)（其中χ_1<χ_2<χ_3<χ_4），则4/x_4+1+(x_1+x_2+2)x_3的取值范围是（）A．  (3,10/3)  B．  (4,16/3)  C．  (3,10/3)  D．  [4,16/3)","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0"
"函数f(x)=√(m x^2+2x+2)定义域为R的一个充分不必要条件是（）A．  m≥1/3  B．  m≥1/4  C．  m≥2/3  D．  m≥1/2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"已知a,b∈ℝ，条件pa>b，条件q:𝕘a>logb，则p是q的（）A．充分不必要条件  B．必要不充分条件  C．充分必要条件  D．既不充分也不必要条件","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"已知函数f( x )={[     x,x<0; 3^x+a,x≥0 ].的值域为R，则Q的取值范围是（）A．  (-∞,0)  B．  ( 0 , + x )  C．  (-∞,1)  D．  (-∞, -1]","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知a=0.3,2022^b=2023,2023^∘=2022，则（）A．  b>c>a  B．  b>a>c  C．  a>c>b  D．  a>b>c","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"已知a=𝐞_2^1/2，b=ln1/2，c=log_1/2𝐜，则（）A．  b>c>a  B．  b>a>c  C．  a>c>b  D．  a>b>c","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"已知α,β∈(0,π/2)，且cos8x+sin/cosQ-sinQ=tanβ，则（）A．  α-β=π/4  B．  β-α=π/4  C．  α+β=π/4  D．  β-α=3π/4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"在Δ d B C中，已知tan𝒜，tanB为方程x^2-6x+9=0的两个根，则tanC=（）A．  3/λ  B．  1/4  C．  - 3/λ  D．  - 1/λ","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知tanα=3,tanβ=4，则tan( α-β )=（）A．  - γ/∏ |  B．  - 1/|3  C．  1/13  D．  γ/↓↓","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知函数f(x)为定义在R上的偶函数，满足f( 2-x )=f( x )，当x∈[0,1]时，f(x)=x^3，则函数y=f( x )-log_4|x的零点个数为（）A．6  B．5  C．4  D．3","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"已知函数y=(b/a)^x是定义在R上的增函数，若函数y=a x^2+b x存在两个零点χ_1,χ_2，则X_1-X_2的取值范围是（）A．  ( 0, 1 )  B．  (1/2,1)  C．  (1/2, +∞)  D．  ( 1, +𝒟 )","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)={[ x^2+2x+3,x≤0,;      lnx,x>0, ].则g(x)=f(x)+x-4的零点的个数为（）A．1  B．2  C．3  D．4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f( x )=lnx+x^2, g( x )=e^x-1/x+1, h( x )=x^3-1/x^2的零点分别为𝒳 _|· 𝒳_∑ ∗ 𝒳_-3，则（）A．  x_1×x_2×x_3  B．  z̅_1z̅_1[z̅]_1  C．  v_2·v_3·v_1  D．  x_3·x_2·x_1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"函数f(x)=e^x|lnx|-e的零点个数为（）A．  |||  B．  𝒟  C．  3̅  D．  λ","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"函数f( x )=2^x+log_2( x-1 )-a/2的零点在区间(2,3)内，则实数Q的取值范围为（）A．  (4,9/2)  B．  (4,18)  C．  (8,𝔤)  D．  (8,18)","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"函数f( x )=lnx+x^2零点所在区间为（参考数据：ln2≈0.6931）（）A．  (1/𝔠,1/2)  B．  (1/2,1)  C．  ( 1,e )  D．  ( 1,ℂ^2)","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)=16/x，记函数g(x)=f(x)+x+1,(2≤x≤a)，其中实数a>2，若𝔤(𝔵)的最小值、最大值分别为9，11，则a的取值范围是（）A．  [𝒟_·,Θ]  B．  [4,8]  C．  [0,10]  D．  [8,12]","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知命题“∀ x∈ℝ，3x^2-a x-a>0”为真命题，则实数a的取值范围是（）A．  [-3,0]  B．  [-12,0]  C．  ( - 12 , 0 )  D．  ( - ∞, - 1 2 ) ∪ ( 0, + ∞ )","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"已知sin( α+β )=1/2，sin(α-β)=1/3，则diafd/diaf=（）A．  5/2  B．  7/2  C．5  D．6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"在锐角Δ d B C中，已知B=C·sin2A-cos2A=1，则tanB=（）A．  √(2)+1  B．  √(2)-1  C．  -√(2)+1  D．  -√(2)-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知sin^2(π/4+α)=4/5(0<α<π/4)，则^2α=（）A．  3/5  B．  7/10  C．  4/5  D．  9/10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知sinα+sinβ=1/2 ,tanα+β/2=3/2，则α+cosβ=（）A．  1/4  B．  1/3  C．  1/2  D．1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"⟨ŜÛâx̂-ŝn̂x=（）A．  2cos(x-π/6)  B．  2cos(x+π/6)  C．  2cos(x-π/3)  D．  2cos(x+π/3)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"以tanQ/2表示√(2)Sin(σ+π/4)的结果为（）A．  1+tanQ/2/1+tan2Q/2  B．  1+tan_2^Q/1+tan^22q/2-1  C．  2(1+tanQ/2)/1+tanq/2  D．  2(1+tand/2)/1+tand/2-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"函数f( x)=√(4-√(x))的定义域为（）A．  [0,16]  B．  (-∞,16]  C．  (-∞,4]  D．  [16,+∞)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"下列判断正确的是（）A．  y=2x^4  是幂函数，且  y=4^2x  是指数函数  B．  y=2x^4  是幂函数，且  y=4^2x  不是指数函数  C．  y=2x^4  不是幂函数，且  y=4^2x  是指数函数  D．  y=2x^4  不是幂函数，且  y=4^2x  不是指数函数","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"将函数y=4sin1/2x的图象向左平移𝐈个单位，再将横坐标变为原来的1/4，得到函数𝔤(x)的图象，若g(a)=2,a∈(0,π/2)，则arctana=a（）A．  -  B．  √(3)/3  C．1  D．  {3.","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"若集合A={2,3,4,5,6}, 则𝒜的真子集的个数为（）A．32  B．31  C．25  D．24","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"定义运算|a^ a  b|=a d-b c，若函数f(x)=|[ x-1   2;  -x x+3 ]|在[-4,m]上单调递减，则实数m的取值范围是（）．A．  [-2,+∞)  B．  (-∞, -2]  C．  ( -4, -2 ]  D．  [-4, -2]","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"把函数f( x )=sin(2x+π/6 )的图象上每个点的横坐标缩短到原来的1/2，纵坐标不变，再将图象向右平移πo个单位长度，得函数𝔤(x)的图象，则（）A．  g(x)  的最小正周期为  𝐈  B．  g(x)  的图象关于点  (3π/8,0)  对称  C．  g(λ-x)+g(x)=0  D．函数  g(x)  在区间  [-π/3,0]  内单调递减","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"已知函数f( x )=cos(ωx+π/3 ) ( ω>0 )，若f(5π/6-x)=f(5π/6+x)，则 𝔻的最小值为（）A．  2/5  B．  4/5  C．  6/5  D．  8/5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知函数f(x)=2cosℤx，则函数g(x)=f(x)+f(x-π/4)在区间[0,π]内的零点个数为（）A．1  B．2  C．3  D．4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"将函数f(x)=cos(2x-π/3)的图象上所有点的横坐标变为原来的4倍，纵坐标变为原来的2倍，得到的函数g(x)的图象的解析式为（）A．  g(x)=2cos(8x-π/3)  B．  g( x )=1/2cos( 8x-π/3 )  C．  g(x)=2cos(1/2x-π/3)  D．  g( x )=1/2cos(1/2x-π/3)","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"已知方程组{y=log_ax_x 的两组解分别为{x=2和⌊x-8/y-n，则a_m^n+b=（）A．3  B．4  C．5  D．6","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"函数f(x)={[ |2^x·log_2x|-1(x>0);  x·log_2(-x)+1(x<0) ].的零点个数为（）A．1  B．2  C．3  D．4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"已知正数a,b,c分别是函数f( x )=2^x-3/x , g( x )=x+2-3/x , h( x )=x+2-2^3的零点，则（）A．  a<b<c  B．  b<a<c  C．  b<c<a  D．  c<a<b","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"已知1是函数f( x )=x^3+a x^2-x+2的一个零点，则函数f(x)的所有零点之和为（）A．  1/2  B．2  C．3  D．4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)={[        3^x-2,x≤1,; 1-log_2(x+1),x>1, ].则函数f(x)的零点为（）A．  log_23,1/2  B．  log_32,1  C．  |Ω_gγ2.  D．1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"已知常数m,n>0，函数f( x )=( m+1 )x^2-( m+n-1 )x+n ，命题D/：对任意的X≥|，都有f(x)>0成立的充要条件为n-3≤m；命题𝒪：若方程f(x)=x无实数解，则方程f( f(x) )=x也一定没有实数解.则以下说法正确的是（）A．命题  D/  为真命题，命题  𝒪  为真命题  B．命题  D/  为假命题，命题  𝒪  为真命题  C．命题  D/  为真命题，命题  𝒪  为假命题  D．命题  D/  为假命题，命题  𝒪  为假命题","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"已知函数f(x)=|ℝx|，若实数a,b满足b>a>0，且f( a )=f( b )，则下列说法不正确的是（）A．  a+2b∈( 3, +∞ )  B．  a+b-√(a^2+b^2)  不存在最小值，但是存在最大值  C．  a/1+a^2+b/1+b^2∈( 0 , 1)  D．对于任意符合条件的  a,b  ，都有  a^b≠b^a","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"已知f( x )=|x+1|+|x-1，有f( a^2-2a )=f( a-1 )，则实数Q的值有（）个A．2个  B．3个  C．4个  D．无数个","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"若角θ的终边经过点P( a,5) ( a≠0 )，则下列说法正确的是（）A．  sinθ>0  B．  sinθ<0  C．  cosβ>0  D．  cosβ<0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知角𝐕̅是第四象限角，则下列不等式成立的是（）A．  tanαsinα<0  B．  sinαcosα<0  C．  tanα>0  D．  α<0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"下列三角函数值的符号为负的是（）A．  sn150^∘  B．  sin(-3π/2)  C．  cos(Ω-200^∘Ω)  D．  tan7π/3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"下列各组角中两个角终边不相同的一组是（）A．  420^∘  和  60^∘  B．  ℵ W≤ℵ  和  |3^C  C．  -510^∘  和  210^∘  D．  -70^∘  和  280^∘","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"若角𝐕̅与角β的终边相同，则β-Q 的终边在（）A．  𝐗̅  轴的非负半轴上  B．  𝐲  轴的非负半轴上  C．  𝐗̅  轴的非正半轴上  D．  𝐲  轴的非正半轴上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"函数y=x+9/x+2(x>-2)的最小值是（）A．4  B．6  C．8  D．12","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列比较大小中正确的是（）A．  (7/6)^0.7<(6/7)^0.7  B．  (.-2/3)^-1<(.-3/5)^-1  C．  ( - 2.1 )^3/7<( - 2.2 )^-3/7  D．  (-1/2)^4/3<(1/3)^4/3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"若函数y=f(x)的定义域为|x|-|z x_±^<|⟨Λ_1^'，值域为|y|-|≤y≤1  ，则函数y=f(x)的图象可能是（）A．    B．    C．    D．","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"对任意的x∈ℝ函数f(x)，都有f((-x)=f(x)，f(x)=f(x+2)，且当x∈[-1,0]时，f(x)=(1/2)^x-1，若关于x的方程f( x )-log_a|x|=0；在区间[-10,10]内恰有10个不等实根，则实数a的取值范围是（）A．  ( 3, 5)  B．  ( 5, 7)  C．  [5,7]  D．  [3,𝕏]","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)={[        2,       x>m; x^2+4x+2.       x<m ].的图象与直线𝔭=𝔛恰有2个公共点，则实数JA̅的取值范围是（）A．  [-2, - 1) ∪[2, +ϖ ]  B．  [-1,2)  C．  [-2,-1]  D．  [2,+∞)","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"设函数f(x)={[ x^2-6x+6,x≥0;     3x+4.x<0 ].，若互不相等的实数𝒳 _|· 𝒳_∑ ⋆𝒳_-3满足：f(x_1)=f(x_2)=f(x_3).则|z|+z|+z|的取值范围是（）A．  (11/6,6)  B．  (11/3,6)  C．  (20/3,26/3)  D．  (20/3,26/3)","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"已知方程x^2-2x+a·(2^x-1+2^-x+1)=0有唯一的根，则a=（）A．  -1/2  B．  1/2  C．  1/3  D．1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"若函数f^*(x)=(1/4)^|x-|-m有零点，则实数Jℳ的取值范围是（）A．  ( 0, 1 ]  B．  [-1,+∞)  C．  [1,2]  D．  [0,1]","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
